,precision,recall,f1-score,support
"indri, indris, Indri indri, Indri brevicaudatus",0.5866666666666667,0.88,0.704,50
"Indian elephant, Elephas maximus",0.5,0.38,0.4318181818181818,50
"African elephant, Loxodonta africana",0.6451612903225806,0.4,0.49382716049382713,50
"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",0.9512195121951219,0.78,0.8571428571428571,50
"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",0.9024390243902439,0.74,0.8131868131868132,50
"barracouta, snoek",0.9615384615384616,0.5,0.6578947368421052,50
eel,0.2903225806451613,0.54,0.37762237762237766,50
"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",0.6190476190476191,0.52,0.5652173913043478,50
"rock beauty, Holocanthus tricolor",0.9347826086956522,0.86,0.8958333333333334,50
anemone fish,1.0,0.68,0.8095238095238095,50
sturgeon,0.38202247191011235,0.68,0.4892086330935252,50
"gar, garfish, garpike, billfish, Lepisosteus osseus",0.46808510638297873,0.44,0.4536082474226804,50
lionfish,0.5,0.82,0.6212121212121212,50
"puffer, pufferfish, blowfish, globefish",0.4696969696969697,0.62,0.5344827586206896,50
abacus,0.9487179487179487,0.74,0.8314606741573033,50
abaya,0.6363636363636364,0.84,0.7241379310344828,50
"academic gown, academic robe, judge's robe",0.6,0.48,0.5333333333333332,50
"accordion, piano accordion, squeeze box",0.38372093023255816,0.66,0.4852941176470589,50
acoustic guitar,0.7894736842105263,0.3,0.4347826086956521,50
"aircraft carrier, carrier, flattop, attack aircraft carrier",0.4533333333333333,0.68,0.544,50
airliner,0.6774193548387096,0.84,0.75,50
"airship, dirigible",0.8222222222222222,0.74,0.7789473684210526,50
altar,0.5208333333333334,0.5,0.5102040816326531,50
ambulance,0.8,0.88,0.8380952380952381,50
"amphibian, amphibious vehicle",0.6818181818181818,0.6,0.6382978723404256,50
analog clock,0.35555555555555557,0.64,0.4571428571428572,50
"apiary, bee house",0.7755102040816326,0.76,0.7676767676767676,50
apron,0.463768115942029,0.64,0.5378151260504201,50
"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",0.5217391304347826,0.48,0.4999999999999999,50
"assault rifle, assault gun",0.410958904109589,0.6,0.4878048780487805,50
"backpack, back pack, knapsack, packsack, rucksack, haversack",0.5294117647058824,0.18,0.26865671641791045,50
"bakery, bakeshop, bakehouse",0.29411764705882354,0.3,0.29702970297029707,50
"balance beam, beam",0.7647058823529411,0.78,0.7722772277227723,50
balloon,0.74,0.74,0.74,50
"ballpoint, ballpoint pen, ballpen, Biro",0.6363636363636364,0.42,0.5060240963855421,50
Band Aid,0.625,0.6,0.6122448979591836,50
banjo,0.7346938775510204,0.72,0.7272727272727272,50
"bannister, banister, balustrade, balusters, handrail",0.4383561643835616,0.64,0.5203252032520325,50
barbell,0.7567567567567568,0.56,0.6436781609195402,50
barber chair,0.38202247191011235,0.68,0.4892086330935252,50
barbershop,0.2903225806451613,0.54,0.37762237762237766,50
barn,0.7818181818181819,0.86,0.819047619047619,50
barometer,0.9629629629629629,0.52,0.6753246753246753,50
"barrel, cask",0.6842105263157895,0.52,0.5909090909090909,50
"barrow, garden cart, lawn cart, wheelbarrow",0.7272727272727273,0.48,0.5783132530120482,50
baseball,0.8157894736842105,0.62,0.7045454545454546,50
basketball,0.7962962962962963,0.86,0.826923076923077,50
bassinet,0.6,0.66,0.6285714285714286,50
bassoon,0.8571428571428571,0.6,0.7058823529411764,50
"bathing cap, swimming cap",0.4025974025974026,0.62,0.4881889763779527,50
bath towel,0.8333333333333334,0.2,0.3225806451612903,50
"bathtub, bathing tub, bath, tub",0.3617021276595745,0.34,0.3505154639175258,50
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",0.47058823529411764,0.48,0.4752475247524752,50
"beacon, lighthouse, beacon light, pharos",0.7045454545454546,0.62,0.6595744680851063,50
beaker,0.5757575757575758,0.38,0.45783132530120485,50
"bearskin, busby, shako",0.6417910447761194,0.86,0.735042735042735,50
beer bottle,0.717948717948718,0.56,0.6292134831460674,50
beer glass,0.6938775510204082,0.68,0.686868686868687,50
"bell cote, bell cot",0.6444444444444445,0.58,0.6105263157894737,50
bib,0.64,0.64,0.64,50
"bicycle-built-for-two, tandem bicycle, tandem",0.5862068965517241,0.68,0.6296296296296295,50
"bikini, two-piece",0.4722222222222222,0.34,0.39534883720930236,50
"binder, ring-binder",0.4153846153846154,0.54,0.46956521739130436,50
"binoculars, field glasses, opera glasses",0.6382978723404256,0.6,0.6185567010309279,50
birdhouse,0.6229508196721312,0.76,0.6846846846846847,50
boathouse,0.5833333333333334,0.56,0.5714285714285714,50
"bobsled, bobsleigh, bob",0.8043478260869565,0.74,0.7708333333333333,50
"bolo tie, bolo, bola tie, bola",0.6842105263157895,0.78,0.7289719626168225,50
"bonnet, poke bonnet",0.5344827586206896,0.62,0.574074074074074,50
bookcase,0.7,0.56,0.6222222222222222,50
"bookshop, bookstore, bookstall",0.6153846153846154,0.32,0.4210526315789474,50
bottlecap,0.45901639344262296,0.56,0.5045045045045045,50
bow,0.39436619718309857,0.56,0.4628099173553719,50
"bow tie, bow-tie, bowtie",0.7446808510638298,0.7,0.7216494845360825,50
"brass, memorial tablet, plaque",0.9705882352941176,0.66,0.7857142857142857,50
"brassiere, bra, bandeau",0.5471698113207547,0.58,0.5631067961165048,50
"breakwater, groin, groyne, mole, bulwark, seawall, jetty",0.4634146341463415,0.38,0.4175824175824176,50
"breastplate, aegis, egis",0.27450980392156865,0.28,0.27722772277227725,50
broom,0.75,0.36,0.48648648648648657,50
"bucket, pail",0.5909090909090909,0.52,0.5531914893617023,50
buckle,0.25301204819277107,0.42,0.3157894736842105,50
bulletproof vest,0.65,0.52,0.5777777777777778,50
"bullet train, bullet",0.92,0.92,0.92,50
"butcher shop, meat market",0.8125,0.52,0.6341463414634146,50
"cab, hack, taxi, taxicab",0.53125,0.68,0.5964912280701754,50
"caldron, cauldron",0.5625,0.36,0.43902439024390244,50
"candle, taper, wax light",0.6,0.6,0.6,50
cannon,0.6730769230769231,0.7,0.6862745098039216,50
canoe,0.7307692307692307,0.76,0.7450980392156863,50
"can opener, tin opener",0.6578947368421053,0.5,0.5681818181818182,50
cardigan,0.7741935483870968,0.48,0.5925925925925926,50
car mirror,0.71875,0.92,0.8070175438596492,50
"carousel, carrousel, merry-go-round, roundabout, whirligig",0.5227272727272727,0.92,0.6666666666666666,50
"carpenter's kit, tool kit",0.5925925925925926,0.64,0.6153846153846153,50
carton,0.5121951219512195,0.42,0.46153846153846156,50
car wheel,0.41509433962264153,0.44,0.42718446601941745,50
"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.8333333333333334,0.7,0.7608695652173915,50
cassette,0.5348837209302325,0.46,0.4946236559139785,50
cassette player,0.41379310344827586,0.24,0.3037974683544304,50
castle,0.4868421052631579,0.74,0.5873015873015873,50
catamaran,0.675,0.54,0.6000000000000001,50
CD player,0.38,0.38,0.38,50
"cello, violoncello",0.782608695652174,0.72,0.7499999999999999,50
"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.5853658536585366,0.48,0.5274725274725274,50
chain,0.1791044776119403,0.24,0.20512820512820515,50
chainlink fence,0.38571428571428573,0.54,0.45,50
"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",0.4307692307692308,0.56,0.4869565217391305,50
"chain saw, chainsaw",0.36082474226804123,0.7,0.47619047619047616,50
chest,0.5319148936170213,0.5,0.5154639175257731,50
"chiffonier, commode",0.75,0.24,0.36363636363636365,50
"chime, bell, gong",0.42857142857142855,0.48,0.4528301886792452,50
"china cabinet, china closet",0.8536585365853658,0.7,0.7692307692307692,50
Christmas stocking,0.7884615384615384,0.82,0.803921568627451,50
"church, church building",0.2736842105263158,0.52,0.35862068965517246,50
"cinema, movie theater, movie theatre, movie house, picture palace",0.4838709677419355,0.6,0.5357142857142857,50
"cleaver, meat cleaver, chopper",0.43902439024390244,0.36,0.3956043956043956,50
cliff dwelling,0.8205128205128205,0.64,0.7191011235955057,50
cloak,0.4230769230769231,0.22,0.28947368421052627,50
"clog, geta, patten, sabot",0.5869565217391305,0.54,0.5625000000000001,50
cocktail shaker,0.5,0.54,0.5192307692307693,50
coffee mug,0.4772727272727273,0.42,0.4468085106382979,50
coffeepot,0.46296296296296297,0.5,0.4807692307692307,50
"coil, spiral, volute, whorl, helix",0.43902439024390244,0.72,0.5454545454545455,50
combination lock,0.9,0.54,0.675,50
"computer keyboard, keypad",0.5272727272727272,0.58,0.5523809523809523,50
"confectionery, confectionary, candy store",0.5909090909090909,0.26,0.36111111111111116,50
"container ship, containership, container vessel",0.8695652173913043,0.8,0.8333333333333333,50
convertible,0.5853658536585366,0.48,0.5274725274725274,50
"corkscrew, bottle screw",0.6060606060606061,0.8,0.689655172413793,50
"cornet, horn, trumpet, trump",0.5,0.2,0.28571428571428575,50
cowboy boot,0.5,0.62,0.5535714285714285,50
"cowboy hat, ten-gallon hat",0.4791666666666667,0.46,0.46938775510204084,50
cradle,0.41509433962264153,0.44,0.42718446601941745,50
"crane, machine",0.6326530612244898,0.62,0.6262626262626263,50
crash helmet,0.6285714285714286,0.88,0.7333333333333334,50
crate,0.5813953488372093,0.5,0.5376344086021505,50
"crib, cot",0.639344262295082,0.78,0.7027027027027027,50
Crock Pot,0.8108108108108109,0.6,0.6896551724137931,50
croquet ball,0.6909090909090909,0.76,0.7238095238095238,50
crutch,0.3902439024390244,0.32,0.35164835164835173,50
cuirass,0.38095238095238093,0.64,0.4776119402985074,50
"dam, dike, dyke",0.8333333333333334,0.6,0.6976744186046512,50
desk,0.375,0.48,0.42105263157894735,50
desktop computer,0.34408602150537637,0.64,0.4475524475524476,50
"dial telephone, dial phone",0.8181818181818182,0.72,0.7659574468085107,50
"diaper, nappy, napkin",0.5531914893617021,0.52,0.536082474226804,50
digital clock,0.5769230769230769,0.6,0.5882352941176471,50
digital watch,0.6041666666666666,0.58,0.5918367346938774,50
"dining table, board",0.58,0.58,0.58,50
"dishrag, dishcloth",0.8717948717948718,0.68,0.7640449438202247,50
"dishwasher, dish washer, dishwashing machine",0.48214285714285715,0.54,0.5094339622641509,50
"disk brake, disc brake",0.7884615384615384,0.82,0.803921568627451,50
"dock, dockage, docking facility",0.3448275862068966,0.6,0.43795620437956206,50
"dogsled, dog sled, dog sleigh",0.6176470588235294,0.84,0.711864406779661,50
dome,0.6,0.6,0.6,50
"doormat, welcome mat",0.5384615384615384,0.28,0.3684210526315789,50
"drilling platform, offshore rig",0.9090909090909091,0.8,0.8510638297872342,50
"drum, membranophone, tympan",0.4339622641509434,0.46,0.44660194174757284,50
drumstick,0.625,0.3,0.4054054054054054,50
dumbbell,0.6216216216216216,0.46,0.5287356321839081,50
Dutch oven,0.71875,0.46,0.5609756097560976,50
"electric fan, blower",0.7037037037037037,0.76,0.7307692307692308,50
electric guitar,0.5370370370370371,0.58,0.5576923076923077,50
electric locomotive,0.851063829787234,0.8,0.8247422680412372,50
entertainment center,0.6376811594202898,0.88,0.7394957983193275,50
envelope,0.358974358974359,0.56,0.4375,50
espresso maker,0.5901639344262295,0.72,0.6486486486486487,50
face powder,0.8,0.64,0.7111111111111111,50
"feather boa, boa",0.8974358974358975,0.7,0.7865168539325842,50
"file, file cabinet, filing cabinet",0.5064935064935064,0.78,0.6141732283464567,50
fireboat,0.8775510204081632,0.86,0.8686868686868686,50
"fire engine, fire truck",0.7222222222222222,0.78,0.7500000000000001,50
"fire screen, fireguard",0.6829268292682927,0.56,0.6153846153846154,50
"flagpole, flagstaff",0.7222222222222222,0.78,0.7500000000000001,50
"flute, transverse flute",0.4411764705882353,0.3,0.35714285714285715,50
folding chair,0.5,0.72,0.5901639344262295,50
football helmet,0.589041095890411,0.86,0.6991869918699187,50
forklift,0.6031746031746031,0.76,0.672566371681416,50
fountain,0.35185185185185186,0.76,0.4810126582278481,50
fountain pen,0.6888888888888889,0.62,0.6526315789473685,50
four-poster,0.7090909090909091,0.78,0.7428571428571428,50
freight car,0.8421052631578947,0.96,0.8971962616822429,50
"French horn, horn",0.725,0.58,0.6444444444444445,50
"frying pan, frypan, skillet",0.5555555555555556,0.5,0.5263157894736842,50
fur coat,0.8064516129032258,0.5,0.6172839506172839,50
"garbage truck, dustcart",0.8571428571428571,0.84,0.8484848484848485,50
"gasmask, respirator, gas helmet",0.6037735849056604,0.64,0.6213592233009708,50
"gas pump, gasoline pump, petrol pump, island dispenser",0.868421052631579,0.66,0.7500000000000001,50
goblet,0.6341463414634146,0.52,0.5714285714285714,50
go-kart,0.7169811320754716,0.76,0.7378640776699028,50
golf ball,0.723404255319149,0.68,0.7010309278350516,50
"golfcart, golf cart",0.8297872340425532,0.78,0.8041237113402062,50
gondola,0.7258064516129032,0.9,0.8035714285714286,50
"gong, tam-tam",0.5964912280701754,0.68,0.6355140186915889,50
gown,0.5882352941176471,0.6,0.5940594059405941,50
"grand piano, grand",0.3274336283185841,0.74,0.4539877300613497,50
"greenhouse, nursery, glasshouse",0.6140350877192983,0.7,0.6542056074766356,50
"grille, radiator grille",0.6415094339622641,0.68,0.6601941747572816,50
"grocery store, grocery, food market, market",0.3950617283950617,0.64,0.48854961832061067,50
guillotine,0.6610169491525424,0.78,0.7155963302752293,50
hair slide,0.19642857142857142,0.44,0.2716049382716049,50
hair spray,0.59375,0.38,0.46341463414634143,50
half track,0.6071428571428571,0.68,0.6415094339622641,50
hammer,0.8666666666666667,0.26,0.4,50
hamper,0.5675675675675675,0.42,0.4827586206896552,50
"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.6578947368421053,0.5,0.5681818181818182,50
"hand-held computer, hand-held microcomputer",0.7222222222222222,0.52,0.6046511627906976,50
"handkerchief, hankie, hanky, hankey",0.6428571428571429,0.54,0.5869565217391305,50
"hard disc, hard disk, fixed disk",0.53125,0.68,0.5964912280701754,50
"harmonica, mouth organ, harp, mouth harp",0.6086956521739131,0.56,0.5833333333333334,50
harp,0.6727272727272727,0.74,0.7047619047619048,50
"harvester, reaper",0.7021276595744681,0.66,0.6804123711340208,50
hatchet,0.6451612903225806,0.4,0.49382716049382713,50
holster,0.6857142857142857,0.48,0.5647058823529412,50
"home theater, home theatre",0.603448275862069,0.7,0.6481481481481481,50
honeycomb,0.46,0.46,0.46,50
"hook, claw",0.35294117647058826,0.24,0.28571428571428564,50
"hoopskirt, crinoline",0.5,0.48,0.4897959183673469,50
"horizontal bar, high bar",0.5254237288135594,0.62,0.5688073394495413,50
"horse cart, horse-cart",0.6666666666666666,0.56,0.6086956521739131,50
hourglass,0.8979591836734694,0.88,0.888888888888889,50
iPod,0.8974358974358975,0.7,0.7865168539325842,50
"iron, smoothing iron",0.5555555555555556,0.8,0.6557377049180328,50
jack-o'-lantern,0.875,0.98,0.9245283018867924,50
"jean, blue jean, denim",0.6666666666666666,0.52,0.5842696629213484,50
"jeep, landrover",0.9285714285714286,0.52,0.6666666666666666,50
"jersey, T-shirt, tee shirt",0.6724137931034483,0.78,0.7222222222222223,50
jigsaw puzzle,0.6229508196721312,0.76,0.6846846846846847,50
"jinrikisha, ricksha, rickshaw",0.6610169491525424,0.78,0.7155963302752293,50
joystick,0.7045454545454546,0.62,0.6595744680851063,50
kimono,0.7450980392156863,0.76,0.7524752475247525,50
knee pad,0.7045454545454546,0.62,0.6595744680851063,50
knot,0.7027027027027027,0.52,0.5977011494252874,50
"lab coat, laboratory coat",0.5362318840579711,0.74,0.6218487394957984,50
ladle,0.25925925925925924,0.28,0.2692307692307692,50
"lampshade, lamp shade",0.45098039215686275,0.46,0.45544554455445546,50
"laptop, laptop computer",0.14814814814814814,0.08,0.10389610389610389,50
"lawn mower, mower",0.5522388059701493,0.74,0.6324786324786325,50
"lens cap, lens cover",0.6956521739130435,0.32,0.4383561643835616,50
"letter opener, paper knife, paperknife",0.41304347826086957,0.38,0.39583333333333337,50
library,0.5535714285714286,0.62,0.5849056603773586,50
lifeboat,0.7377049180327869,0.9,0.8108108108108109,50
"lighter, light, igniter, ignitor",0.47368421052631576,0.54,0.5046728971962616,50
"limousine, limo",0.68,0.68,0.68,50
"liner, ocean liner",0.6323529411764706,0.86,0.728813559322034,50
"lipstick, lip rouge",0.7209302325581395,0.62,0.6666666666666666,50
Loafer,0.7,0.56,0.6222222222222222,50
lotion,0.6666666666666666,0.4,0.5,50
"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",0.5405405405405406,0.4,0.45977011494252873,50
"loupe, jeweler's loupe",0.4318181818181818,0.38,0.4042553191489362,50
"lumbermill, sawmill",0.48936170212765956,0.46,0.4742268041237113,50
magnetic compass,0.7619047619047619,0.32,0.4507042253521127,50
"mailbag, postbag",0.42105263157894735,0.64,0.5079365079365079,50
"mailbox, letter box",0.6851851851851852,0.74,0.7115384615384615,50
maillot,0.0851063829787234,0.08,0.08247422680412371,50
"maillot, tank suit",0.35714285714285715,0.7,0.47297297297297297,50
manhole cover,0.975,0.78,0.8666666666666667,50
maraca,0.6610169491525424,0.78,0.7155963302752293,50
"marimba, xylophone",0.5735294117647058,0.78,0.6610169491525424,50
mask,0.4888888888888889,0.44,0.4631578947368421,50
matchstick,0.675,0.54,0.6000000000000001,50
maypole,0.6172839506172839,1.0,0.7633587786259541,50
"maze, labyrinth",0.5616438356164384,0.82,0.6666666666666667,50
measuring cup,0.7878787878787878,0.52,0.6265060240963856,50
"medicine chest, medicine cabinet",0.6078431372549019,0.62,0.6138613861386139,50
"megalith, megalithic structure",0.875,0.42,0.5675675675675675,50
"microphone, mike",0.5142857142857142,0.36,0.4235294117647058,50
"microwave, microwave oven",0.5172413793103449,0.6,0.5555555555555556,50
military uniform,0.26666666666666666,0.56,0.3612903225806452,50
milk can,0.6341463414634146,0.52,0.5714285714285714,50
minibus,0.7333333333333333,0.44,0.5499999999999999,50
"miniskirt, mini",0.27380952380952384,0.46,0.3432835820895523,50
minivan,0.5555555555555556,0.3,0.3896103896103896,50
missile,0.4482758620689655,0.26,0.3291139240506329,50
mitten,0.8421052631578947,0.32,0.463768115942029,50
mixing bowl,0.6451612903225806,0.8,0.7142857142857142,50
"mobile home, manufactured home",0.5263157894736842,0.6,0.5607476635514018,50
Model T,0.84,0.84,0.8399999999999999,50
modem,0.5,0.48,0.4897959183673469,50
monastery,0.5333333333333333,0.32,0.4,50
monitor,0.2857142857142857,0.2,0.23529411764705882,50
moped,0.7931034482758621,0.46,0.5822784810126583,50
mortar,0.9032258064516129,0.56,0.691358024691358,50
mortarboard,0.5714285714285714,0.48,0.5217391304347826,50
mosque,0.84,0.84,0.8399999999999999,50
mosquito net,0.9705882352941176,0.66,0.7857142857142857,50
"motor scooter, scooter",0.75,0.72,0.7346938775510204,50
"mountain bike, all-terrain bike, off-roader",0.6511627906976745,0.56,0.6021505376344087,50
mountain tent,0.6909090909090909,0.76,0.7238095238095238,50
"mouse, computer mouse",0.46153846153846156,0.36,0.4044943820224719,50
mousetrap,0.5471698113207547,0.58,0.5631067961165048,50
moving van,0.8095238095238095,0.34,0.47887323943661975,50
muzzle,0.3333333333333333,0.48,0.39344262295081966,50
nail,0.7142857142857143,0.4,0.5128205128205129,50
neck brace,0.8333333333333334,0.6,0.6976744186046512,50
necklace,0.5,0.84,0.6268656716417911,50
nipple,0.918918918918919,0.68,0.7816091954022989,50
"notebook, notebook computer",0.21739130434782608,0.3,0.25210084033613445,50
obelisk,0.8333333333333334,0.8,0.816326530612245,50
"oboe, hautboy, hautbois",0.5344827586206896,0.62,0.574074074074074,50
"ocarina, sweet potato",0.7647058823529411,0.78,0.7722772277227723,50
"odometer, hodometer, mileometer, milometer",0.9583333333333334,0.92,0.9387755102040817,50
oil filter,0.6923076923076923,0.36,0.47368421052631576,50
"organ, pipe organ",0.7727272727272727,0.68,0.7234042553191491,50
"oscilloscope, scope, cathode-ray oscilloscope, CRO",0.7586206896551724,0.88,0.8148148148148148,50
overskirt,0.5217391304347826,0.24,0.3287671232876712,50
oxcart,0.546875,0.7,0.6140350877192983,50
oxygen mask,0.5128205128205128,0.4,0.449438202247191,50
packet,0.25,0.46,0.323943661971831,50
"paddle, boat paddle",0.6,0.66,0.6285714285714286,50
"paddlewheel, paddle wheel",0.8181818181818182,0.9,0.8571428571428572,50
padlock,0.6274509803921569,0.64,0.6336633663366336,50
paintbrush,0.5681818181818182,0.5,0.5319148936170213,50
"pajama, pyjama, pj's, jammies",0.5161290322580645,0.64,0.5714285714285714,50
palace,0.47540983606557374,0.58,0.5225225225225224,50
"panpipe, pandean pipe, syrinx",0.6545454545454545,0.72,0.6857142857142857,50
paper towel,0.5294117647058824,0.54,0.5346534653465347,50
"parachute, chute",0.5949367088607594,0.94,0.7286821705426355,50
"parallel bars, bars",0.7916666666666666,0.38,0.5135135135135135,50
park bench,0.3854166666666667,0.74,0.5068493150684932,50
parking meter,0.8571428571428571,0.72,0.782608695652174,50
"passenger car, coach, carriage",0.6666666666666666,0.52,0.5842696629213484,50
"patio, terrace",0.5,0.48,0.4897959183673469,50
"pay-phone, pay-station",0.725,0.58,0.6444444444444445,50
"pedestal, plinth, footstall",0.7142857142857143,0.5,0.588235294117647,50
"pencil box, pencil case",0.4027777777777778,0.58,0.47540983606557374,50
pencil sharpener,0.423728813559322,0.5,0.4587155963302752,50
"perfume, essence",0.39080459770114945,0.68,0.4963503649635037,50
Petri dish,0.625,0.6,0.6122448979591836,50
photocopier,0.7419354838709677,0.92,0.8214285714285714,50
"pick, plectrum, plectron",0.7948717948717948,0.62,0.6966292134831461,50
pickelhaube,0.7291666666666666,0.7,0.7142857142857142,50
"picket fence, paling",0.5211267605633803,0.74,0.6115702479338843,50
"pickup, pickup truck",0.8064516129032258,0.5,0.6172839506172839,50
pier,0.3246753246753247,0.5,0.3937007874015748,50
"piggy bank, penny bank",0.7735849056603774,0.82,0.796116504854369,50
pill bottle,0.7551020408163265,0.74,0.7474747474747474,50
pillow,0.6491228070175439,0.74,0.6915887850467289,50
ping-pong ball,0.7115384615384616,0.74,0.7254901960784313,50
pinwheel,0.524390243902439,0.86,0.6515151515151516,50
"pirate, pirate ship",0.6981132075471698,0.74,0.7184466019417476,50
"pitcher, ewer",0.4166666666666667,0.2,0.2702702702702703,50
"plane, carpenter's plane, woodworking plane",0.925,0.74,0.8222222222222222,50
planetarium,0.7241379310344828,0.84,0.7777777777777777,50
plastic bag,0.43333333333333335,0.26,0.325,50
plate rack,0.7058823529411765,0.48,0.5714285714285713,50
"plow, plough",0.48484848484848486,0.64,0.5517241379310344,50
"plunger, plumber's helper",0.6153846153846154,0.48,0.5393258426966293,50
"Polaroid camera, Polaroid Land camera",0.6666666666666666,0.8,0.7272727272727272,50
pole,0.2413793103448276,0.42,0.30656934306569344,50
"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",0.717391304347826,0.66,0.6875,50
poncho,0.6944444444444444,0.5,0.5813953488372093,50
"pool table, billiard table, snooker table",0.9318181818181818,0.82,0.8723404255319149,50
"pop bottle, soda bottle",0.5833333333333334,0.56,0.5714285714285714,50
"pot, flowerpot",0.47191011235955055,0.84,0.60431654676259,50
potter's wheel,0.78,0.78,0.78,50
power drill,0.45161290322580644,0.28,0.345679012345679,50
"prayer rug, prayer mat",0.6481481481481481,0.7,0.673076923076923,50
printer,0.5217391304347826,0.48,0.4999999999999999,50
"prison, prison house",0.4307692307692308,0.56,0.4869565217391305,50
"projectile, missile",0.3181818181818182,0.28,0.29787234042553196,50
projector,0.6222222222222222,0.56,0.5894736842105264,50
"puck, hockey puck",0.7884615384615384,0.82,0.803921568627451,50
"punching bag, punch bag, punching ball, punchball",0.6842105263157895,0.52,0.5909090909090909,50
purse,0.375,0.3,0.33333333333333326,50
"quill, quill pen",0.5535714285714286,0.62,0.5849056603773586,50
"quilt, comforter, comfort, puff",0.5,0.54,0.5192307692307693,50
"racer, race car, racing car",0.47761194029850745,0.64,0.5470085470085471,50
"racket, racquet",0.6470588235294118,0.66,0.6534653465346535,50
radiator,0.7317073170731707,0.6,0.6593406593406594,50
"radio, wireless",0.3888888888888889,0.42,0.40384615384615385,50
"radio telescope, radio reflector",0.8863636363636364,0.78,0.8297872340425532,50
rain barrel,0.7209302325581395,0.62,0.6666666666666666,50
"recreational vehicle, RV, R.V.",0.5733333333333334,0.86,0.6880000000000001,50
reel,0.4142857142857143,0.58,0.4833333333333334,50
reflex camera,0.53125,0.68,0.5964912280701754,50
"refrigerator, icebox",0.5555555555555556,0.7,0.6194690265486726,50
"remote control, remote",0.8888888888888888,0.48,0.6233766233766234,50
"restaurant, eating house, eating place, eatery",0.21428571428571427,0.54,0.3068181818181818,50
"revolver, six-gun, six-shooter",0.8235294117647058,0.84,0.8316831683168315,50
rifle,0.45161290322580644,0.28,0.345679012345679,50
"rocking chair, rocker",0.7,0.56,0.6222222222222222,50
rotisserie,0.6363636363636364,0.84,0.7241379310344828,50
"rubber eraser, rubber, pencil eraser",0.5,0.4,0.4444444444444445,50
rugby ball,0.547945205479452,0.8,0.6504065040650406,50
"rule, ruler",0.5909090909090909,0.52,0.5531914893617023,50
running shoe,0.7837837837837838,0.58,0.6666666666666666,50
safe,0.868421052631579,0.66,0.7500000000000001,50
safety pin,0.475,0.38,0.4222222222222222,50
"saltshaker, salt shaker",0.6666666666666666,0.56,0.6086956521739131,50
sandal,0.410958904109589,0.6,0.4878048780487805,50
sarong,0.5714285714285714,0.48,0.5217391304347826,50
"sax, saxophone",0.4098360655737705,0.5,0.45045045045045046,50
scabbard,0.6888888888888889,0.62,0.6526315789473685,50
"scale, weighing machine",0.5897435897435898,0.46,0.5168539325842696,50
school bus,0.84,0.84,0.8399999999999999,50
schooner,0.7647058823529411,0.78,0.7722772277227723,50
scoreboard,0.65625,0.84,0.736842105263158,50
"screen, CRT screen",0.20689655172413793,0.24,0.22222222222222224,50
screw,0.6440677966101694,0.76,0.6972477064220184,50
screwdriver,0.2826086956521739,0.26,0.27083333333333337,50
"seat belt, seatbelt",0.6862745098039216,0.7,0.693069306930693,50
sewing machine,0.7857142857142857,0.66,0.717391304347826,50
"shield, buckler",0.48148148148148145,0.52,0.5,50
"shoe shop, shoe-shop, shoe store",0.3153153153153153,0.7,0.4347826086956521,50
shoji,0.8604651162790697,0.74,0.7956989247311828,50
shopping basket,0.4084507042253521,0.58,0.47933884297520657,50
shopping cart,0.4727272727272727,0.52,0.49523809523809526,50
shovel,0.4090909090909091,0.36,0.3829787234042554,50
shower cap,0.717948717948718,0.56,0.6292134831460674,50
shower curtain,0.5185185185185185,0.56,0.5384615384615384,50
ski,0.4,0.76,0.5241379310344828,50
ski mask,0.7608695652173914,0.7,0.7291666666666667,50
sleeping bag,0.5106382978723404,0.48,0.49484536082474223,50
"slide rule, slipstick",0.84,0.42,0.5599999999999999,50
sliding door,0.3488372093023256,0.3,0.3225806451612903,50
"slot, one-armed bandit",0.5822784810126582,0.92,0.7131782945736436,50
snorkel,0.6724137931034483,0.78,0.7222222222222223,50
snowmobile,0.7241379310344828,0.84,0.7777777777777777,50
"snowplow, snowplough",0.6909090909090909,0.76,0.7238095238095238,50
soap dispenser,0.5714285714285714,0.56,0.5656565656565656,50
soccer ball,0.640625,0.82,0.7192982456140351,50
sock,0.6896551724137931,0.4,0.5063291139240508,50
"solar dish, solar collector, solar furnace",0.49333333333333335,0.74,0.592,50
sombrero,0.43283582089552236,0.58,0.4957264957264957,50
soup bowl,0.5121951219512195,0.42,0.46153846153846156,50
space bar,0.5185185185185185,0.28,0.36363636363636365,50
space heater,0.6666666666666666,0.44,0.5301204819277109,50
space shuttle,0.7368421052631579,0.84,0.7850467289719626,50
spatula,0.28888888888888886,0.26,0.27368421052631575,50
speedboat,0.6567164179104478,0.88,0.7521367521367521,50
