,precision,recall,f1-score,support
"apiary, bee house",0.04074702886247878,0.48,0.07511737089201878,50
apron,0.5833333333333334,0.14,0.22580645161290325,50
"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",0.16071428571428573,0.18,0.16981132075471697,50
"assault rifle, assault gun",0.08333333333333333,0.08,0.08163265306122448,50
"backpack, back pack, knapsack, packsack, rucksack, haversack",1.0,0.04,0.07692307692307693,50
"bakery, bakeshop, bakehouse",0.0,0.0,0.0,50
"balance beam, beam",0.35294117647058826,0.12,0.1791044776119403,50
balloon,0.3088235294117647,0.42,0.3559322033898305,50
"ballpoint, ballpoint pen, ballpen, Biro",0.5,0.08,0.13793103448275865,50
Band Aid,0.3684210526315789,0.14,0.20289855072463772,50
banjo,0.16666666666666666,0.04,0.06451612903225806,50
"bannister, banister, balustrade, balusters, handrail",0.2549019607843137,0.26,0.25742574257425743,50
barbell,0.7142857142857143,0.1,0.1754385964912281,50
barber chair,0.0,0.0,0.0,50
barbershop,0.5,0.04,0.07407407407407407,50
barn,0.5,0.32,0.39024390243902435,50
barometer,0.6666666666666666,0.28,0.3943661971830986,50
"barrel, cask",0.12403100775193798,0.32,0.1787709497206704,50
"barrow, garden cart, lawn cart, wheelbarrow",0.0,0.0,0.0,50
baseball,0.5714285714285714,0.16,0.25,50
basketball,0.75,0.06,0.1111111111111111,50
bassinet,0.6666666666666666,0.12,0.20338983050847456,50
bassoon,1.0,0.12,0.21428571428571425,50
"bathing cap, swimming cap",0.2,0.02,0.03636363636363636,50
bath towel,0.6,0.06,0.1090909090909091,50
"bathtub, bathing tub, bath, tub",0.20689655172413793,0.12,0.1518987341772152,50
"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",0.0,0.0,0.0,50
"beacon, lighthouse, beacon light, pharos",0.2647058823529412,0.54,0.35526315789473684,50
beaker,0.1935483870967742,0.12,0.14814814814814814,50
"bearskin, busby, shako",0.2761904761904762,0.58,0.3741935483870968,50
beer bottle,0.5,0.08,0.13793103448275865,50
beer glass,0.7142857142857143,0.2,0.3125,50
"bell cote, bell cot",0.06746031746031746,0.34,0.11258278145695363,50
bib,0.68,0.34,0.4533333333333334,50
"bicycle-built-for-two, tandem bicycle, tandem",0.0,0.0,0.0,50
"bikini, two-piece",0.3333333333333333,0.02,0.03773584905660377,50
"binder, ring-binder",0.2777777777777778,0.3,0.2884615384615385,50
"binoculars, field glasses, opera glasses",0.3333333333333333,0.02,0.03773584905660377,50
birdhouse,0.42857142857142855,0.3,0.3529411764705882,50
boathouse,0.12030075187969924,0.32,0.17486338797814208,50
"bobsled, bobsleigh, bob",0.5,0.08,0.13793103448275865,50
"bolo tie, bolo, bola tie, bola",0.40789473684210525,0.62,0.49206349206349215,50
"bonnet, poke bonnet",0.1875,0.06,0.09090909090909091,50
bookcase,0.34375,0.44,0.3859649122807018,50
"bookshop, bookstore, bookstall",0.13157894736842105,0.2,0.1587301587301587,50
bottlecap,0.4444444444444444,0.16,0.23529411764705882,50
bow,0.12,0.06,0.08,50
"bow tie, bow-tie, bowtie",0.3333333333333333,0.08,0.12903225806451613,50
"brass, memorial tablet, plaque",0.8333333333333334,0.2,0.3225806451612903,50
"brassiere, bra, bandeau",0.2857142857142857,0.16,0.20512820512820512,50
"breakwater, groin, groyne, mole, bulwark, seawall, jetty",0.275,0.22,0.24444444444444446,50
"breastplate, aegis, egis",0.36363636363636365,0.08,0.13114754098360654,50
broom,0.17647058823529413,0.06,0.08955223880597014,50
"bucket, pail",0.2647058823529412,0.18,0.21428571428571427,50
buckle,0.09090909090909091,0.04,0.05555555555555555,50
bulletproof vest,0.3448275862068966,0.2,0.2531645569620254,50
"bullet train, bullet",0.42105263157894735,0.64,0.5079365079365079,50
"butcher shop, meat market",0.0,0.0,0.0,50
"cab, hack, taxi, taxicab",0.104,0.26,0.14857142857142858,50
"caldron, cauldron",0.07317073170731707,0.06,0.06593406593406592,50
"candle, taper, wax light",0.13675213675213677,0.32,0.19161676646706588,50
cannon,0.12,0.06,0.08,50
canoe,0.5,0.02,0.038461538461538464,50
"can opener, tin opener",0.1,0.02,0.03333333333333333,50
cardigan,1.0,0.04,0.07692307692307693,50
car mirror,1.0,0.56,0.717948717948718,50
"carousel, carrousel, merry-go-round, roundabout, whirligig",0.16666666666666666,0.02,0.03571428571428571,50
"carpenter's kit, tool kit",0.6363636363636364,0.14,0.22950819672131148,50
carton,0.3888888888888889,0.14,0.20588235294117646,50
car wheel,0.7692307692307693,0.2,0.31746031746031744,50
"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.32786885245901637,0.4,0.36036036036036034,50
cassette,0.14285714285714285,0.06,0.08450704225352111,50
cassette player,0.25,0.22,0.23404255319148937,50
castle,0.015437392795883362,0.72,0.030226700251889164,50
catamaran,0.8333333333333334,0.1,0.17857142857142858,50
CD player,0.4,0.04,0.07272727272727272,50
"cello, violoncello",0.3333333333333333,0.02,0.03773584905660377,50
"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.0,0.0,0.0,50
chain,0.0,0.0,0.0,50
chainlink fence,0.4,0.04,0.07272727272727272,50
"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",0.28,0.14,0.18666666666666668,50
"chain saw, chainsaw",0.18518518518518517,0.1,0.12987012987012986,50
chest,0.18181818181818182,0.12,0.14457831325301204,50
"chiffonier, commode",0.42857142857142855,0.06,0.10526315789473684,50
"chime, bell, gong",0.10236220472440945,0.26,0.14689265536723164,50
"china cabinet, china closet",0.6842105263157895,0.26,0.37681159420289856,50
Christmas stocking,0.2535211267605634,0.72,0.375,50
"church, church building",0.25,0.04,0.06896551724137932,50
"cinema, movie theater, movie theatre, movie house, picture palace",0.2222222222222222,0.4,0.2857142857142857,50
"cleaver, meat cleaver, chopper",0.4,0.04,0.07272727272727272,50
cliff dwelling,0.12878787878787878,0.34,0.18681318681318682,50
cloak,0.25,0.02,0.037037037037037035,50
"clog, geta, patten, sabot",0.36363636363636365,0.08,0.13114754098360654,50
cocktail shaker,0.7058823529411765,0.24,0.3582089552238806,50
coffee mug,0.3333333333333333,0.04,0.07142857142857142,50
coffeepot,0.4,0.08,0.13333333333333333,50
"coil, spiral, volute, whorl, helix",0.1724137931034483,0.2,0.1851851851851852,50
combination lock,0.75,0.12,0.20689655172413793,50
"computer keyboard, keypad",0.6666666666666666,0.12,0.20338983050847456,50
"confectionery, confectionary, candy store",0.021739130434782608,0.02,0.020833333333333332,50
"container ship, containership, container vessel",0.008681497558328812,0.96,0.01720738483599211,50
convertible,0.0,0.0,0.0,50
"corkscrew, bottle screw",0.42857142857142855,0.06,0.10526315789473684,50
"cornet, horn, trumpet, trump",0.0,0.0,0.0,50
cowboy boot,1.0,0.06,0.11320754716981131,50
"cowboy hat, ten-gallon hat",0.6666666666666666,0.04,0.07547169811320754,50
cradle,0.3076923076923077,0.08,0.126984126984127,50
"crane, machine",0.027450980392156862,0.14,0.04590163934426229,50
crash helmet,0.75,0.18,0.2903225806451613,50
crate,0.06557377049180328,0.32,0.10884353741496598,50
"crib, cot",0.7777777777777778,0.28,0.4117647058823529,50
Crock Pot,1.0,0.18,0.3050847457627119,50
croquet ball,0.5,0.4,0.4444444444444445,50
crutch,0.6,0.06,0.1090909090909091,50
cuirass,0.13043478260869565,0.12,0.12499999999999997,50
"dam, dike, dyke",0.1650485436893204,0.34,0.22222222222222227,50
desk,0.1935483870967742,0.12,0.14814814814814814,50
desktop computer,0.38461538461538464,0.1,0.15873015873015872,50
"dial telephone, dial phone",1.0,0.02,0.0392156862745098,50
"diaper, nappy, napkin",0.0,0.0,0.0,50
digital clock,0.22321428571428573,0.5,0.308641975308642,50
digital watch,0.36666666666666664,0.22,0.27499999999999997,50
"dining table, board",0.25555555555555554,0.46,0.32857142857142857,50
"dishrag, dishcloth",0.5714285714285714,0.08,0.14035087719298248,50
"dishwasher, dish washer, dishwashing machine",1.0,0.08,0.14814814814814814,50
"disk brake, disc brake",0.8,0.08,0.14545454545454545,50
"dock, dockage, docking facility",0.07555555555555556,0.34,0.12363636363636364,50
"dogsled, dog sled, dog sleigh",0.6875,0.22,0.3333333333333333,50
dome,0.17857142857142858,0.1,0.12820512820512822,50
"doormat, welcome mat",0.3333333333333333,0.24,0.27906976744186046,50
"drilling platform, offshore rig",0.12435233160621761,0.48,0.19753086419753085,50
"drum, membranophone, tympan",0.25,0.02,0.037037037037037035,50
drumstick,0.0,0.0,0.0,50
dumbbell,0.2222222222222222,0.04,0.06779661016949154,50
Dutch oven,0.75,0.06,0.1111111111111111,50
"electric fan, blower",0.0,0.0,0.0,50
electric guitar,0.2222222222222222,0.04,0.06779661016949154,50
electric locomotive,0.6666666666666666,0.44,0.5301204819277109,50
entertainment center,0.4888888888888889,0.88,0.6285714285714286,50
envelope,0.15151515151515152,0.1,0.12048192771084337,50
espresso maker,0.9,0.36,0.5142857142857143,50
face powder,0.35294117647058826,0.12,0.1791044776119403,50
"feather boa, boa",0.0,0.0,0.0,50
"file, file cabinet, filing cabinet",0.36666666666666664,0.66,0.4714285714285714,50
fireboat,0.2926829268292683,0.48,0.3636363636363636,50
"fire engine, fire truck",0.3333333333333333,0.42,0.3716814159292035,50
"fire screen, fireguard",0.09836065573770492,0.24,0.13953488372093023,50
"flagpole, flagstaff",0.625,0.3,0.4054054054054054,50
"flute, transverse flute",0.25,0.02,0.037037037037037035,50
folding chair,0.7142857142857143,0.1,0.1754385964912281,50
football helmet,0.0,0.0,0.0,50
forklift,0.19008264462809918,0.46,0.2690058479532164,50
fountain,0.0598669623059867,0.54,0.10778443113772457,50
fountain pen,0.7142857142857143,0.1,0.1754385964912281,50
four-poster,0.75,0.12,0.20689655172413793,50
freight car,0.5396825396825397,0.68,0.6017699115044247,50
"French horn, horn",0.0,0.0,0.0,50
"frying pan, frypan, skillet",0.5,0.02,0.038461538461538464,50
fur coat,0.375,0.06,0.10344827586206896,50
"garbage truck, dustcart",0.3076923076923077,0.16,0.2105263157894737,50
"gasmask, respirator, gas helmet",0.0,0.0,0.0,50
"gas pump, gasoline pump, petrol pump, island dispenser",0.4473684210526316,0.34,0.38636363636363635,50
goblet,0.4166666666666667,0.2,0.2702702702702703,50
go-kart,1.0,0.04,0.07692307692307693,50
golf ball,0.7027027027027027,0.52,0.5977011494252874,50
"golfcart, golf cart",0.0,0.0,0.0,50
gondola,0.5,0.04,0.07407407407407407,50
"gong, tam-tam",0.3287671232876712,0.48,0.3902439024390244,50
gown,0.4444444444444444,0.08,0.13559322033898308,50
"grand piano, grand",0.30434782608695654,0.28,0.2916666666666667,50
"greenhouse, nursery, glasshouse",0.42857142857142855,0.06,0.10526315789473684,50
"grille, radiator grille",0.5,0.02,0.038461538461538464,50
"grocery store, grocery, food market, market",0.09615384615384616,0.1,0.09803921568627451,50
guillotine,0.14285714285714285,0.48,0.2201834862385321,50
hair slide,0.07352941176470588,0.1,0.08474576271186442,50
hair spray,1.0,0.02,0.0392156862745098,50
half track,0.32,0.16,0.21333333333333335,50
hammer,0.07692307692307693,0.02,0.03174603174603175,50
hamper,0.16279069767441862,0.28,0.2058823529411765,50
"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.8,0.08,0.14545454545454545,50
"hand-held computer, hand-held microcomputer",0.3333333333333333,0.08,0.12903225806451613,50
"handkerchief, hankie, hanky, hankey",0.42857142857142855,0.36,0.391304347826087,50
"hard disc, hard disk, fixed disk",0.42105263157894735,0.16,0.2318840579710145,50
"harmonica, mouth organ, harp, mouth harp",0.0,0.0,0.0,50
harp,0.3225806451612903,0.2,0.24691358024691357,50
"harvester, reaper",0.4,0.08,0.13333333333333333,50
hatchet,0.0,0.0,0.0,50
holster,0.4,0.04,0.07272727272727272,50
"home theater, home theatre",0.3466666666666667,0.52,0.41600000000000004,50
honeycomb,0.04455445544554455,0.18,0.07142857142857144,50
"hook, claw",0.0,0.0,0.0,50
"hoopskirt, crinoline",0.4,0.04,0.07272727272727272,50
"horizontal bar, high bar",0.4,0.04,0.07272727272727272,50
"horse cart, horse-cart",0.0,0.0,0.0,50
hourglass,0.875,0.42,0.5675675675675675,50
iPod,0.9,0.18,0.3,50
"iron, smoothing iron",0.75,0.18,0.2903225806451613,50
jack-o'-lantern,0.8461538461538461,0.66,0.7415730337078651,50
"jean, blue jean, denim",0.4117647058823529,0.14,0.208955223880597,50
"jeep, landrover",0.8,0.08,0.14545454545454545,50
"jersey, T-shirt, tee shirt",0.6,0.3,0.4,50
jigsaw puzzle,0.005697541917629822,0.7,0.011303084127240431,50
"jinrikisha, ricksha, rickshaw",1.0,0.06,0.11320754716981131,50
joystick,1.0,0.24,0.3870967741935484,50
kimono,0.6666666666666666,0.04,0.07547169811320754,50
knee pad,0.4444444444444444,0.48,0.4615384615384615,50
knot,0.18181818181818182,0.08,0.1111111111111111,50
"lab coat, laboratory coat",0.391304347826087,0.36,0.37499999999999994,50
ladle,0.0,0.0,0.0,50
"lampshade, lamp shade",0.3333333333333333,0.26,0.2921348314606742,50
"laptop, laptop computer",0.2727272727272727,0.06,0.09836065573770492,50
"lawn mower, mower",0.3333333333333333,0.04,0.07142857142857142,50
"lens cap, lens cover",0.0,0.0,0.0,50
"letter opener, paper knife, paperknife",0.75,0.06,0.1111111111111111,50
library,0.06868131868131869,0.5,0.12077294685990339,50
lifeboat,0.5333333333333333,0.16,0.24615384615384614,50
"lighter, light, igniter, ignitor",0.09375,0.06,0.07317073170731707,50
"limousine, limo",0.24324324324324326,0.36,0.2903225806451613,50
"liner, ocean liner",0.19469026548672566,0.44,0.26993865030674846,50
"lipstick, lip rouge",0.7692307692307693,0.2,0.31746031746031744,50
Loafer,1.0,0.02,0.0392156862745098,50
lotion,0.8461538461538461,0.22,0.3492063492063492,50
"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",0.37037037037037035,0.2,0.2597402597402597,50
"loupe, jeweler's loupe",0.3333333333333333,0.04,0.07142857142857142,50
"lumbermill, sawmill",0.03856749311294766,0.28,0.06779661016949153,50
magnetic compass,0.3333333333333333,0.06,0.10169491525423728,50
"mailbag, postbag",0.6666666666666666,0.12,0.20338983050847456,50
"mailbox, letter box",0.4782608695652174,0.44,0.4583333333333333,50
maillot,1.0,0.02,0.0392156862745098,50
"maillot, tank suit",0.3333333333333333,0.02,0.03773584905660377,50
manhole cover,0.6304347826086957,0.58,0.6041666666666666,50
maraca,0.7222222222222222,0.26,0.3823529411764706,50
"marimba, xylophone",0.14285714285714285,0.2,0.16666666666666666,50
mask,0.08333333333333333,0.02,0.03225806451612903,50
matchstick,0.06547619047619048,0.22,0.10091743119266056,50
maypole,1.0,0.04,0.07692307692307693,50
"maze, labyrinth",0.05476673427991886,0.54,0.09944751381215469,50
measuring cup,0.4782608695652174,0.22,0.30136986301369867,50
"medicine chest, medicine cabinet",0.15121951219512195,0.62,0.24313725490196078,50
"megalith, megalithic structure",1.0,0.02,0.0392156862745098,50
"microphone, mike",1.0,0.02,0.0392156862745098,50
"microwave, microwave oven",0.375,0.3,0.33333333333333326,50
military uniform,0.3333333333333333,0.02,0.03773584905660377,50
milk can,0.3333333333333333,0.06,0.10169491525423728,50
minibus,0.625,0.1,0.1724137931034483,50
"miniskirt, mini",0.0,0.0,0.0,50
minivan,0.6666666666666666,0.04,0.07547169811320754,50
missile,0.09090909090909091,0.14,0.11023622047244096,50
mitten,1.0,0.08,0.14814814814814814,50
mixing bowl,0.7,0.28,0.4,50
"mobile home, manufactured home",0.14285714285714285,0.2,0.16666666666666666,50
Model T,0.0,0.0,0.0,50
modem,0.168141592920354,0.38,0.2331288343558282,50
monastery,0.0,0.0,0.0,50
monitor,0.11046511627906977,0.38,0.1711711711711712,50
moped,0.0,0.0,0.0,50
mortar,0.4,0.2,0.26666666666666666,50
mortarboard,0.75,0.06,0.1111111111111111,50
mosque,0.4246575342465753,0.62,0.5040650406504065,50
mosquito net,0.6666666666666666,0.48,0.5581395348837209,50
"motor scooter, scooter",0.0,0.0,0.0,50
"mountain bike, all-terrain bike, off-roader",0.25,0.04,0.06896551724137932,50
mountain tent,1.0,0.02,0.0392156862745098,50
"mouse, computer mouse",0.0,0.0,0.0,50
mousetrap,0.0,0.0,0.0,50
moving van,0.17647058823529413,0.06,0.08955223880597014,50
muzzle,0.0,0.0,0.0,50
nail,0.10638297872340426,0.1,0.10309278350515465,50
neck brace,0.25,0.12,0.16216216216216217,50
necklace,0.4230769230769231,0.22,0.28947368421052627,50
nipple,0.8888888888888888,0.32,0.47058823529411764,50
"notebook, notebook computer",0.3333333333333333,0.04,0.07142857142857142,50
obelisk,0.7428571428571429,0.52,0.6117647058823529,50
"oboe, hautboy, hautbois",0.42857142857142855,0.06,0.10526315789473684,50
"ocarina, sweet potato",0.8,0.24,0.36923076923076925,50
"odometer, hodometer, mileometer, milometer",0.8666666666666667,0.26,0.4,50
oil filter,0.2,0.02,0.03636363636363636,50
"organ, pipe organ",0.10714285714285714,0.42,0.17073170731707316,50
"oscilloscope, scope, cathode-ray oscilloscope, CRO",0.5892857142857143,0.66,0.6226415094339622,50
overskirt,0.6666666666666666,0.04,0.07547169811320754,50
oxcart,0.0,0.0,0.0,50
oxygen mask,0.2,0.06,0.09230769230769231,50
packet,0.3333333333333333,0.02,0.03773584905660377,50
"paddle, boat paddle",0.0,0.0,0.0,50
"paddlewheel, paddle wheel",0.3,0.36,0.3272727272727273,50
padlock,0.8,0.08,0.14545454545454545,50
paintbrush,0.6666666666666666,0.04,0.07547169811320754,50
"pajama, pyjama, pj's, jammies",0.55,0.22,0.3142857142857143,50
palace,0.2716049382716049,0.44,0.3358778625954198,50
"panpipe, pandean pipe, syrinx",0.11486486486486487,0.34,0.1717171717171717,50
paper towel,0.5555555555555556,0.3,0.3896103896103896,50
"parachute, chute",0.71875,0.46,0.5609756097560976,50
"parallel bars, bars",0.2962962962962963,0.16,0.20779220779220778,50
park bench,0.25,0.2,0.22222222222222224,50
parking meter,0.9090909090909091,0.2,0.32786885245901637,50
"passenger car, coach, carriage",0.3333333333333333,0.16,0.21621621621621623,50
"patio, terrace",0.19047619047619047,0.08,0.11267605633802817,50
"pay-phone, pay-station",0.5588235294117647,0.38,0.4523809523809524,50
"pedestal, plinth, footstall",0.125,0.16,0.14035087719298245,50
"pencil box, pencil case",0.38461538461538464,0.1,0.15873015873015872,50
pencil sharpener,0.03067484662576687,0.1,0.04694835680751174,50
"perfume, essence",0.24444444444444444,0.22,0.23157894736842105,50
Petri dish,0.22857142857142856,0.32,0.26666666666666666,50
photocopier,0.3302752293577982,0.72,0.4528301886792453,50
"pick, plectrum, plectron",0.8888888888888888,0.16,0.27118644067796616,50
pickelhaube,0.42857142857142855,0.06,0.10526315789473684,50
"picket fence, paling",0.07722772277227723,0.78,0.14054054054054055,50
"pickup, pickup truck",0.0,0.0,0.0,50
pier,0.08461538461538462,0.22,0.12222222222222223,50
"piggy bank, penny bank",1.0,0.24,0.3870967741935484,50
pill bottle,0.36363636363636365,0.16,0.2222222222222222,50
pillow,0.8,0.08,0.14545454545454545,50
ping-pong ball,0.25,0.04,0.06896551724137932,50
pinwheel,0.5294117647058824,0.18,0.26865671641791045,50
"pirate, pirate ship",0.0,0.0,0.0,50
"pitcher, ewer",0.38461538461538464,0.1,0.15873015873015872,50
"plane, carpenter's plane, woodworking plane",0.4444444444444444,0.08,0.13559322033898308,50
planetarium,0.15813953488372093,0.68,0.25660377358490566,50
plastic bag,0.0,0.0,0.0,50
plate rack,0.5,0.04,0.07407407407407407,50
"plow, plough",0.0,0.0,0.0,50
"plunger, plumber's helper",0.4166666666666667,0.2,0.2702702702702703,50
"Polaroid camera, Polaroid Land camera",0.5,0.02,0.038461538461538464,50
pole,0.08641975308641975,0.14,0.10687022900763359,50
"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",0.7272727272727273,0.32,0.4444444444444444,50
poncho,0.45714285714285713,0.32,0.37647058823529417,50
"pool table, billiard table, snooker table",0.7272727272727273,0.32,0.4444444444444444,50
"pop bottle, soda bottle",0.5,0.06,0.10714285714285712,50
"pot, flowerpot",0.14606741573033707,0.26,0.18705035971223022,50
potter's wheel,0.6666666666666666,0.12,0.20338983050847456,50
power drill,0.125,0.02,0.03448275862068966,50
"prayer rug, prayer mat",0.5769230769230769,0.3,0.3947368421052631,50
printer,0.23809523809523808,0.1,0.1408450704225352,50
"prison, prison house",0.026476578411405296,0.52,0.05038759689922481,50
"projectile, missile",0.0,0.0,0.0,50
projector,0.875,0.14,0.24137931034482757,50
"puck, hockey puck",0.782608695652174,0.36,0.4931506849315068,50
"punching bag, punch bag, punching ball, punchball",0.5,0.14,0.21875000000000003,50
purse,0.0,0.0,0.0,50
"quill, quill pen",0.2,0.02,0.03636363636363636,50
"quilt, comforter, comfort, puff",0.38461538461538464,0.1,0.15873015873015872,50
"racer, race car, racing car",0.18181818181818182,0.04,0.06557377049180327,50
"racket, racquet",0.4,0.04,0.07272727272727272,50
radiator,0.375,0.18,0.24324324324324328,50
"radio, wireless",0.25,0.1,0.14285714285714288,50
"radio telescope, radio reflector",0.47058823529411764,0.16,0.23880597014925375,50
rain barrel,0.4,0.4,0.4000000000000001,50
"recreational vehicle, RV, R.V.",0.5,0.12,0.1935483870967742,50
reel,0.0,0.0,0.0,50
reflex camera,0.7777777777777778,0.14,0.23728813559322035,50
"refrigerator, icebox",0.13333333333333333,0.04,0.061538461538461535,50
"remote control, remote",0.5714285714285714,0.08,0.14035087719298248,50
"restaurant, eating house, eating place, eatery",0.13157894736842105,0.1,0.11363636363636363,50
"revolver, six-gun, six-shooter",0.7407407407407407,0.4,0.5194805194805194,50
rifle,0.19047619047619047,0.08,0.11267605633802817,50
"rocking chair, rocker",0.4444444444444444,0.08,0.13559322033898308,50
rotisserie,0.3333333333333333,0.08,0.12903225806451613,50
"rubber eraser, rubber, pencil eraser",0.16666666666666666,0.02,0.03571428571428571,50
rugby ball,0.0,0.0,0.0,50
"rule, ruler",0.18461538461538463,0.24,0.20869565217391306,50
running shoe,0.0,0.0,0.0,50
safe,0.5185185185185185,0.56,0.5384615384615384,50
safety pin,0.0,0.0,0.0,50
"saltshaker, salt shaker",0.8,0.08,0.14545454545454545,50
sandal,0.625,0.1,0.1724137931034483,50
sarong,0.0,0.0,0.0,50
"sax, saxophone",0.0,0.0,0.0,50
scabbard,0.3902439024390244,0.32,0.35164835164835173,50
"scale, weighing machine",1.0,0.04,0.07692307692307693,50
school bus,0.9230769230769231,0.48,0.631578947368421,50
schooner,0.896551724137931,0.52,0.6582278481012658,50
scoreboard,0.10144927536231885,0.42,0.1634241245136187,50
"screen, CRT screen",0.12727272727272726,0.14,0.13333333333333333,50
screw,0.17721518987341772,0.28,0.2170542635658915,50
screwdriver,0.1,0.06,0.075,50
"seat belt, seatbelt",1.0,0.06,0.11320754716981131,50
sewing machine,0.6666666666666666,0.04,0.07547169811320754,50
"shield, buckler",0.2647058823529412,0.18,0.21428571428571427,50
"shoe shop, shoe-shop, shoe store",0.0,0.0,0.0,50
shoji,0.5555555555555556,0.4,0.46511627906976744,50
shopping basket,0.375,0.18,0.24324324324324328,50
shopping cart,0.0,0.0,0.0,50
shovel,0.0,0.0,0.0,50
shower cap,0.6666666666666666,0.04,0.07547169811320754,50
shower curtain,0.1650485436893204,0.34,0.22222222222222227,50
ski,0.36,0.18,0.23999999999999996,50
ski mask,0.5,0.26,0.34210526315789475,50
sleeping bag,0.0,0.0,0.0,50
"slide rule, slipstick",0.30303030303030304,0.4,0.3448275862068965,50
sliding door,0.15853658536585366,0.52,0.24299065420560748,50
"slot, one-armed bandit",1.0,0.12,0.21428571428571425,50
snorkel,1.0,0.02,0.0392156862745098,50
snowmobile,1.0,0.02,0.0392156862745098,50
"snowplow, snowplough",0.5454545454545454,0.24,0.3333333333333333,50
soap dispenser,0.16666666666666666,0.04,0.06451612903225806,50
soccer ball,1.0,0.2,0.33333333333333337,50
sock,0.8888888888888888,0.16,0.27118644067796616,50
"solar dish, solar collector, solar furnace",0.06775067750677506,0.5,0.11933174224343673,50
sombrero,0.25,0.02,0.037037037037037035,50
soup bowl,0.5,0.02,0.038461538461538464,50
space bar,0.38461538461538464,0.1,0.15873015873015872,50
space heater,0.47058823529411764,0.16,0.23880597014925375,50
space shuttle,0.02268041237113402,0.22,0.041121495327102804,50
spatula,0.3333333333333333,0.02,0.03773584905660377,50
speedboat,0.5,0.02,0.038461538461538464,50
"spider web, spider's web",0.1875,0.12,0.14634146341463414,50
spindle,1.0,0.04,0.07692307692307693,50
"sports car, sport car",0.0,0.0,0.0,50
"spotlight, spot",0.0594059405940594,0.36,0.10198300283286119,50
stage,0.12643678160919541,0.22,0.16058394160583941,50
steam locomotive,0.5,0.06,0.10714285714285712,50
steel arch bridge,0.19444444444444445,0.14,0.16279069767441862,50
steel drum,1.0,0.02,0.0392156862745098,50
stethoscope,0.0,0.0,0.0,50
stole,0.11320754716981132,0.12,0.11650485436893204,50
stone wall,1.0,0.02,0.0392156862745098,50
"stopwatch, stop watch",0.7142857142857143,0.1,0.1754385964912281,50
stove,0.2,0.02,0.03636363636363636,50
strainer,0.15730337078651685,0.28,0.20143884892086333,50
"streetcar, tram, tramcar, trolley, trolley car",0.30952380952380953,0.52,0.3880597014925373,50
stretcher,0.0,0.0,0.0,50
"studio couch, day bed",0.6190476190476191,0.26,0.36619718309859156,50
"stupa, tope",0.19130434782608696,0.44,0.2666666666666667,50
"submarine, pigboat, sub, U-boat",0.08441558441558442,0.26,0.12745098039215688,50
"suit, suit of clothes",0.2857142857142857,0.12,0.16901408450704222,50
sundial,0.0,0.0,0.0,50
sunglass,0.05555555555555555,0.02,0.029411764705882353,50
"sunglasses, dark glasses, shades",0.0,0.0,0.0,50
"sunscreen, sunblock, sun blocker",0.0,0.0,0.0,50
suspension bridge,0.05504587155963303,0.12,0.07547169811320754,50
"swab, swob, mop",0.7272727272727273,0.32,0.4444444444444444,50
sweatshirt,1.0,0.04,0.07692307692307693,50
"swimming trunks, bathing trunks",0.0,0.0,0.0,50
swing,0.42857142857142855,0.06,0.10526315789473684,50
"switch, electric switch, electrical switch",0.2077922077922078,0.32,0.25196850393700787,50
syringe,0.0,0.0,0.0,50
table lamp,0.4634146341463415,0.38,0.4175824175824176,50
"tank, army tank, armored combat vehicle, armoured combat vehicle",0.1875,0.06,0.09090909090909091,50
tape player,0.10714285714285714,0.18,0.13432835820895522,50
teapot,0.8333333333333334,0.1,0.17857142857142858,50
"teddy, teddy bear",0.6666666666666666,0.12,0.20338983050847456,50
"television, television system",0.3684210526315789,0.28,0.3181818181818182,50
tennis ball,0.6818181818181818,0.6,0.6382978723404256,50
"thatch, thatched roof",0.0,0.0,0.0,50
"theater curtain, theatre curtain",0.3953488372093023,0.68,0.5,50
thimble,0.4375,0.14,0.21212121212121213,50
"thresher, thrasher, threshing machine",0.5,0.04,0.07407407407407407,50
throne,0.25,0.16,0.19512195121951217,50
tile roof,0.2647058823529412,0.36,0.30508474576271183,50
toaster,1.0,0.04,0.07692307692307693,50
"tobacco shop, tobacconist shop, tobacconist",0.04021937842778794,0.44,0.07370184254606366,50
toilet seat,0.17532467532467533,0.54,0.2647058823529412,50
torch,0.16455696202531644,0.26,0.20155038759689922,50
totem pole,0.0,0.0,0.0,50
"tow truck, tow car, wrecker",0.18518518518518517,0.1,0.12987012987012986,50
toyshop,0.14285714285714285,0.02,0.03508771929824562,50
tractor,0.7857142857142857,0.22,0.34374999999999994,50
"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",0.21428571428571427,0.18,0.1956521739130435,50
tray,0.11538461538461539,0.06,0.07894736842105263,50
trench coat,0.3333333333333333,0.06,0.10169491525423728,50
